341.7300000000001,Hella Gains,Opportune Time,2021-11-30 15:21:31.671856
302.77,Hella Gains,Opportune Time,2021-11-30 15:26:32.259640
309.84000000000003,Hella Gains,Opportune Time,2021-11-30 15:31:32.642024
340.79999999999995,Hella Gains,Opportune Time,2021-11-30 15:36:33.369539
360.14000000000004,Hella Gains,Opportune Time,2021-11-30 15:41:34.078559
367.3500000000002,Hella Gains,Opportune Time,2021-11-30 15:46:34.466039
389.0400000000001,Hella Gains,Opportune Time,2021-11-30 15:51:34.871996
468.1599999999999,Hella Gains,Opportune Time,2021-11-30 15:56:35.213169
505.25999999999993,Hella Gains,Opportune Time,2021-11-30 16:01:35.538523
506.4800000000002,Hella Gains,Opportune Time,2021-11-30 16:06:35.793311
523.1999999999998,Hella Gains,Opportune Time,2021-11-30 16:11:36.369884
535.8499999999999,Hella Gains,Opportune Time,2021-11-30 16:16:36.972810
517.9599999999999,Hella Gains,Opportune Time,2021-11-30 16:21:37.375812
506.9399999999999,Hella Gains,Opportune Time,2021-11-30 16:26:37.725249
488.5100000000001,Hella Gains,Opportune Time,2021-11-30 16:31:38.103795
506.18999999999994,Hella Gains,Opportune Time,2021-11-30 16:36:38.473334
532.7399999999999,Hella Gains,Opportune Time,2021-11-30 16:41:38.817638
509.90999999999997,Hella Gains,Opportune Time,2021-11-30 16:46:39.214475
511.4100000000002,Hella Gains,Opportune Time,2021-11-30 16:51:39.588248
258.63000000000005,Hella Gains,Opportune Time,2021-11-30 16:56:40.423107
257.5199999999999,Hella Gains,Opportune Time,2021-11-30 17:01:40.693101
165.63000000000005,Hella Gains,Opportune Time,2021-11-30 17:06:40.989520
177.81999999999994,Hella Gains,Opportune Time,2021-11-30 17:11:41.672593
195.92000000000002,Hella Gains,Opportune Time,2021-11-30 17:16:41.983277
232.63000000000002,Hella Gains,Opportune Time,2021-11-30 17:21:42.368418
268.79999999999984,Hella Gains,Opportune Time,2021-11-30 17:26:42.757747
271.59000000000003,Hella Gains,Opportune Time,2021-11-30 17:31:43.128250
278.03999999999996,Hella Gains,Opportune Time,2021-11-30 17:36:43.964435
267.90000000000003,Hella Gains,Opportune Time,2021-11-30 17:41:44.390133
279.5900000000001,Hella Gains,Opportune Time,2021-11-30 17:46:44.800036
283.73999999999984,Hella Gains,Opportune Time,2021-11-30 17:51:45.189092
373.95,Hella Gains,Opportune Time,2021-11-30 17:56:45.658295
403.33000000000004,Hella Gains,Opportune Time,2021-11-30 18:01:46.027037
338.32999999999987,Hella Gains,Opportune Time,2021-11-30 18:06:46.385693
318.9699999999999,Hella Gains,Opportune Time,2021-11-30 18:11:46.783423
351.4500000000001,Hella Gains,Opportune Time,2021-11-30 18:16:47.052182
350.83000000000004,Hella Gains,Opportune Time,2021-11-30 18:21:47.430471
357.6000000000001,Hella Gains,Opportune Time,2021-11-30 18:26:47.712637
358.3199999999999,Hella Gains,Opportune Time,2021-11-30 18:31:48.117166
367.72999999999996,Hella Gains,Opportune Time,2021-11-30 18:36:48.421802
353.46000000000004,Hella Gains,Opportune Time,2021-11-30 18:41:48.778774
322.40000000000003,Hella Gains,Opportune Time,2021-11-30 18:46:49.196429
323.2099999999999,Hella Gains,Opportune Time,2021-11-30 18:51:49.503828
344.0800000000001,Hella Gains,Opportune Time,2021-11-30 18:56:49.896475
317.55999999999995,Hella Gains,Opportune Time,2021-11-30 19:01:50.304166
356.4200000000001,Hella Gains,Opportune Time,2021-11-30 19:06:50.660470
376.35,Hella Gains,Opportune Time,2021-11-30 19:11:50.969592
358.27000000000004,Hella Gains,Opportune Time,2021-11-30 19:16:51.374171
353.02000000000004,Hella Gains,Opportune Time,2021-11-30 19:21:51.784483
379.30000000000007,Hella Gains,Opportune Time,2021-11-30 19:26:52.081004
388.1499999999999,Hella Gains,Opportune Time,2021-11-30 19:31:52.395615
414.16999999999996,Hella Gains,Opportune Time,2021-11-30 19:36:52.716981
430.9900000000001,Hella Gains,Opportune Time,2021-11-30 19:41:53.134222
425.0899999999999,Hella Gains,Opportune Time,2021-11-30 19:46:53.428122
393.65999999999997,Hella Gains,Opportune Time,2021-11-30 19:51:53.805072
362.4,Hella Gains,Opportune Time,2021-11-30 19:56:54.164071
316.8399999999999,Hella Gains,Opportune Time,2021-11-30 20:01:54.497253
289.27,Hella Gains,Opportune Time,2021-11-30 20:06:54.906206
246.71999999999994,Hella Gains,Opportune Time,2021-11-30 20:11:55.284493
228.91000000000008,Hella Gains,Opportune Time,2021-11-30 20:16:55.596434
228.22,Hella Gains,Opportune Time,2021-11-30 20:21:55.894452
219.85999999999996,Hella Gains,Opportune Time,2021-11-30 20:26:56.284547
204.72999999999996,Hella Gains,Opportune Time,2021-11-30 20:31:56.978334
204.72999999999996,Hella Gains,Opportune Time,2021-11-30 20:36:57.285730
204.9,Hella Gains,Opportune Time,2021-11-30 20:41:57.650568
194.60999999999996,Hella Gains,Opportune Time,2021-11-30 20:46:58.057030
227.04000000000008,Hella Gains,Opportune Time,2021-11-30 20:51:58.390486
226.1300000000001,Hella Gains,Opportune Time,2021-11-30 20:56:58.695494
223.12000000000006,Hella Gains,Opportune Time,2021-11-30 21:01:59.083971
78.58000000000007,Negative,Don't invest,2021-11-30 21:06:59.510655
85.83,Negative,Don't invest,2021-11-30 21:11:58.489409
